service_id,date,exception_type
GNE:GOAO001:1:001MF250511:O:19,20250526,2
GNE:GOAO001:1:001MF250511:O:19,20250825,2
GNE:GOAO001:1:001MF250511:O:20,20250526,2
GNE:GOAO001:1:001MF250511:O:20,20250825,2
GNE:GOAO001:1:001MF250511:O:21,20250526,2
GNE:GOAO001:1:001MF250511:O:21,20250825,2
GNE:GOAO001:1:001MF250511:O:22,20250526,2
GNE:GOAO001:1:001MF250511:O:22,20250825,2
GNE:GOAO001:1:001MF250511:O:23,20250526,2
GNE:GOAO001:1:001MF250511:O:23,20250825,2
GNE:GOAO001:1:001MF250511:O:24,20250526,2
GNE:GOAO001:1:001MF250511:O:24,20250825,2
GNE:GOAO001:1:001MF250511:O:25,20250526,2
GNE:GOAO001:1:001MF250511:O:25,20250825,2
GNE:GOAO001:1:001MF250511:O:26,20250526,2
GNE:GOAO001:1:001MF250511:O:26,20250825,2
GNE:GOAO001:1:001MF250511:O:27,20250526,2
GNE:GOAO001:1:001MF250511:O:27,20250825,2
GNE:GOAO001:1:001MF250511:O:28,20250526,2
GNE:GOAO001:1:001MF250511:O:28,20250825,2
GNE:GOAO001:1:001MF250511:O:29,20250526,2
GNE:GOAO001:1:001MF250511:O:29,20250825,2
GNE:GOAO001:1:001MF250511:O:30,20250526,2
GNE:GOAO001:1:001MF250511:O:30,20250825,2
GNE:GOAO001:1:001MF250511:O:31,20250526,2
GNE:GOAO001:1:001MF250511:O:31,20250825,2
GNE:GOAO001:1:001MF250511:O:32,20250526,2
GNE:GOAO001:1:001MF250511:O:32,20250825,2
GNE:GOAO001:1:001MF250511:O:33,20250526,2
GNE:GOAO001:1:001MF250511:O:33,20250825,2
GNE:GOAO001:1:001MF250511:O:34,20250526,2
GNE:GOAO001:1:001MF250511:O:34,20250825,2
GNE:GOAO001:1:001MF250511:O:35,20250526,2
GNE:GOAO001:1:001MF250511:O:35,20250825,2
GNE:GOAO001:1:001MF250511:O:36,20250526,2
GNE:GOAO001:1:001MF250511:O:36,20250825,2
GNE:GOAO001:1:001MF250511:O:37,20250526,2
GNE:GOAO001:1:001MF250511:O:37,20250825,2
GNE:GOAO001:1:001MF250511:O:38,20250526,2
GNE:GOAO001:1:001MF250511:O:38,20250825,2
GNE:GOAO001:1:001MF250511:O:39,20250526,2
GNE:GOAO001:1:001MF250511:O:39,20250825,2
GNE:GOAO001:1:001MF250511:O:40,20250526,2
GNE:GOAO001:1:001MF250511:O:40,20250825,2
GNE:GOAO001:1:001MF250511:O:41,20250526,2
GNE:GOAO001:1:001MF250511:O:41,20250825,2
GNE:GOAO001:1:001MF250511:O:42,20250526,2
GNE:GOAO001:1:001MF250511:O:42,20250825,2
GNE:GOAO001:1:001MF250511:O:43,20250526,2
GNE:GOAO001:1:001MF250511:O:43,20250825,2
GNE:GOAO001:1:001MF250511:O:44,20250526,2
GNE:GOAO001:1:001MF250511:O:44,20250825,2
GNE:GOAO001:1:001MF250511:O:45,20250526,2
GNE:GOAO001:1:001MF250511:O:45,20250825,2
GNE:GOAO001:1:001MF250511:O:46,20250526,2
GNE:GOAO001:1:001MF250511:O:46,20250825,2
GNE:GOAO001:1:001MF250511:O:47,20250526,2
GNE:GOAO001:1:001MF250511:O:47,20250825,2
GNE:GOAO001:1:001MF250511:O:48,20250526,2
GNE:GOAO001:1:001MF250511:O:48,20250825,2
GNE:GOAO001:1:001MF250511:I:1,20250526,2
GNE:GOAO001:1:001MF250511:I:1,20250825,2
GNE:GOAO001:1:001MF250511:I:2,20250526,2
GNE:GOAO001:1:001MF250511:I:2,20250825,2
GNE:GOAO001:1:001MF250511:I:3,20250526,2
GNE:GOAO001:1:001MF250511:I:3,20250825,2
GNE:GOAO001:1:001MF250511:I:4,20250526,2
GNE:GOAO001:1:001MF250511:I:4,20250825,2
GNE:GOAO001:1:001MF250511:I:5,20250526,2
GNE:GOAO001:1:001MF250511:I:5,20250825,2
GNE:GOAO001:1:001MF250511:I:6,20250526,2
GNE:GOAO001:1:001MF250511:I:6,20250825,2
GNE:GOAO001:1:001MF250511:I:7,20250526,2
GNE:GOAO001:1:001MF250511:I:7,20250825,2
GNE:GOAO001:1:001MF250511:I:8,20250526,2
GNE:GOAO001:1:001MF250511:I:8,20250825,2
GNE:GOAO001:1:001MF250511:I:9,20250526,2
GNE:GOAO001:1:001MF250511:I:9,20250825,2
GNE:GOAO001:1:001MF250511:I:10,20250526,2
GNE:GOAO001:1:001MF250511:I:10,20250825,2
GNE:GOAO001:1:001MF250511:I:11,20250526,2
GNE:GOAO001:1:001MF250511:I:11,20250825,2
GNE:GOAO001:1:001MF250511:I:12,20250526,2
GNE:GOAO001:1:001MF250511:I:12,20250825,2
GNE:GOAO001:1:001MF250511:I:13,20250526,2
GNE:GOAO001:1:001MF250511:I:13,20250825,2
GNE:GOAO001:1:001MF250511:I:14,20250526,2
GNE:GOAO001:1:001MF250511:I:14,20250825,2
GNE:GOAO001:1:001MF250511:I:15,20250526,2
GNE:GOAO001:1:001MF250511:I:15,20250825,2
GNE:GOAO001:1:001MF250511:I:16,20250526,2
GNE:GOAO001:1:001MF250511:I:16,20250825,2
GNE:GOAO001:1:001MF250511:I:17,20250526,2
GNE:GOAO001:1:001MF250511:I:17,20250825,2
GNE:GOAO001:1:001MF250511:I:18,20250526,2
GNE:GOAO001:1:001MF250511:I:18,20250825,2
GNE:GOAO001:1:001MF250511:I:19,20250526,2
GNE:GOAO001:1:001MF250511:I:19,20250825,2
GNE:GOAO001:1:001MF250511:I:20,20250526,2
GNE:GOAO001:1:001MF250511:I:20,20250825,2
GNE:GOAO001:1:001MF250511:I:21,20250526,2
GNE:GOAO001:1:001MF250511:I:21,20250825,2
GNE:GOAO001:1:001MF250511:I:22,20250526,2
GNE:GOAO001:1:001MF250511:I:22,20250825,2
GNE:GOAO001:1:001MF250511:I:23,20250526,2
GNE:GOAO001:1:001MF250511:I:23,20250825,2
GNE:GOAO001:1:001MF250511:I:24,20250526,2
GNE:GOAO001:1:001MF250511:I:24,20250825,2
GNE:GOAO001:1:001MF250511:I:25,20250526,2
GNE:GOAO001:1:001MF250511:I:25,20250825,2
GNE:GOAO001:1:001MF250511:I:26,20250526,2
GNE:GOAO001:1:001MF250511:I:26,20250825,2
GNE:GOAO001:1:001MF250511:I:27,20250526,2
GNE:GOAO001:1:001MF250511:I:27,20250825,2
GNE:GOAO001:1:001MF250511:I:28,20250526,2
GNE:GOAO001:1:001MF250511:I:28,20250825,2
GNE:GOAO001:1:001MF250511:I:29,20250526,2
GNE:GOAO001:1:001MF250511:I:29,20250825,2
GNE:GOAO001:1:001MF250511:I:30,20250526,2
GNE:GOAO001:1:001MF250511:I:30,20250825,2
GNE:GOAO001:1:001MF250511:I:31,20250526,2
GNE:GOAO001:1:001MF250511:I:31,20250825,2
GNE:GOAO001:1:001MF250511:I:32,20250526,2
GNE:GOAO001:1:001MF250511:I:32,20250825,2
GNE:GOAO001:1:001MF250511:I:33,20250526,2
GNE:GOAO001:1:001MF250511:I:33,20250825,2
GNE:GOAO001:1:001MF250511:I:34,20250526,2
GNE:GOAO001:1:001MF250511:I:34,20250825,2
GNE:GOAO001:1:001MF250511:I:35,20250526,2
GNE:GOAO001:1:001MF250511:I:35,20250825,2
GNE:GOAO001:1:001MF250511:I:36,20250526,2
GNE:GOAO001:1:001MF250511:I:36,20250825,2
GNE:GOAO001:1:001MF250511:I:37,20250526,2
GNE:GOAO001:1:001MF250511:I:37,20250825,2
GNE:GOAO001:1:001MF250511:I:38,20250526,2
GNE:GOAO001:1:001MF250511:I:38,20250825,2
GNE:GOAO001:1:001MF250511:I:39,20250526,2
GNE:GOAO001:1:001MF250511:I:39,20250825,2
GNE:GOAO001:1:001MF250511:I:40,20250526,2
GNE:GOAO001:1:001MF250511:I:40,20250825,2
GNE:GOAO001:1:001MF250511:I:41,20250526,2
GNE:GOAO001:1:001MF250511:I:41,20250825,2
GNE:GOAO001:1:001MF250511:I:42,20250526,2
GNE:GOAO001:1:001MF250511:I:42,20250825,2
GNE:GOAO001:1:001MF250511:I:43,20250526,2
GNE:GOAO001:1:001MF250511:I:43,20250825,2
GNE:GOAO001:1:001MF250511:I:44,20250526,2
GNE:GOAO001:1:001MF250511:I:44,20250825,2
GNE:GOAO001:1:001MF250511:I:45,20250526,2
GNE:GOAO001:1:001MF250511:I:45,20250825,2
GNE:GOAO001:1:001MF250511:I:46,20250526,2
GNE:GOAO001:1:001MF250511:I:46,20250825,2
GNE:GOAO001:1:001MF250511:I:47,20250526,2
GNE:GOAO001:1:001MF250511:I:47,20250825,2
GNE:GOAO001:1:001SA250511:O:1,20250526,2
GNE:GOAO001:1:001SA250511:O:1,20250825,2
GNE:GOAO001:1:001SA250511:O:2,20250526,2
GNE:GOAO001:1:001SA250511:O:2,20250825,2
GNE:GOAO001:1:001SA250511:O:3,20250526,2
GNE:GOAO001:1:001SA250511:O:3,20250825,2
GNE:GOAO001:1:001SA250511:O:4,20250526,2
GNE:GOAO001:1:001SA250511:O:4,20250825,2
GNE:GOAO001:1:001SA250511:O:5,20250526,2
GNE:GOAO001:1:001SA250511:O:5,20250825,2
GNE:GOAO001:1:001SA250511:O:6,20250526,2
GNE:GOAO001:1:001SA250511:O:6,20250825,2
GNE:GOAO001:1:001SA250511:O:7,20250526,2
GNE:GOAO001:1:001SA250511:O:7,20250825,2
GNE:GOAO001:1:001SA250511:O:8,20250526,2
GNE:GOAO001:1:001SA250511:O:8,20250825,2
GNE:GOAO001:1:001SA250511:O:9,20250526,2
GNE:GOAO001:1:001SA250511:O:9,20250825,2
GNE:GOAO001:1:001SA250511:O:10,20250526,2
GNE:GOAO001:1:001SA250511:O:10,20250825,2
GNE:GOAO001:1:001SA250511:O:11,20250526,2
GNE:GOAO001:1:001SA250511:O:11,20250825,2
GNE:GOAO001:1:001SA250511:O:12,20250526,2
GNE:GOAO001:1:001SA250511:O:12,20250825,2
GNE:GOAO001:1:001SA250511:O:13,20250526,2
GNE:GOAO001:1:001SA250511:O:13,20250825,2
GNE:GOAO001:1:001SA250511:O:14,20250526,2
GNE:GOAO001:1:001SA250511:O:14,20250825,2
GNE:GOAO001:1:001SA250511:O:15,20250526,2
GNE:GOAO001:1:001SA250511:O:15,20250825,2
GNE:GOAO001:1:001SA250511:O:16,20250526,2
GNE:GOAO001:1:001SA250511:O:16,20250825,2
GNE:GOAO001:1:001SA250511:O:17,20250526,2
GNE:GOAO001:1:001SA250511:O:17,20250825,2
GNE:GOAO001:1:001SA250511:O:18,20250526,2
GNE:GOAO001:1:001SA250511:O:18,20250825,2
GNE:GOAO001:1:001SA250511:O:19,20250526,2
GNE:GOAO001:1:001SA250511:O:19,20250825,2
GNE:GOAO001:1:001SA250511:O:20,20250526,2
GNE:GOAO001:1:001SA250511:O:20,20250825,2
GNE:GOAO001:1:001SA250511:O:21,20250526,2
GNE:GOAO001:1:001SA250511:O:21,20250825,2
GNE:GOAO001:1:001SA250511:O:22,20250526,2
GNE:GOAO001:1:001SA250511:O:22,20250825,2
GNE:GOAO001:1:001SA250511:O:23,20250526,2
GNE:GOAO001:1:001SA250511:O:23,20250825,2
GNE:GOAO001:1:001SA250511:O:24,20250526,2
GNE:GOAO001:1:001SA250511:O:24,20250825,2
GNE:GOAO001:1:001SA250511:O:25,20250526,2
GNE:GOAO001:1:001SA250511:O:25,20250825,2
GNE:GOAO001:1:001SA250511:O:26,20250526,2
GNE:GOAO001:1:001SA250511:O:26,20250825,2
GNE:GOAO001:1:001SA250511:O:27,20250526,2
GNE:GOAO001:1:001SA250511:O:27,20250825,2
GNE:GOAO001:1:001SA250511:O:28,20250526,2
GNE:GOAO001:1:001SA250511:O:28,20250825,2
GNE:GOAO001:1:001SA250511:O:29,20250526,2
GNE:GOAO001:1:001SA250511:O:29,20250825,2
GNE:GOAO001:1:001SA250511:O:30,20250526,2
GNE:GOAO001:1:001SA250511:O:30,20250825,2
GNE:GOAO001:1:001SA250511:O:31,20250526,2
GNE:GOAO001:1:001SA250511:O:31,20250825,2
GNE:GOAO001:1:001SA250511:O:32,20250526,2
GNE:GOAO001:1:001SA250511:O:32,20250825,2
GNE:GOAO001:1:001SA250511:O:33,20250526,2
GNE:GOAO001:1:001SA250511:O:33,20250825,2
GNE:GOAO001:1:001SA250511:O:34,20250526,2
GNE:GOAO001:1:001SA250511:O:34,20250825,2
GNE:GOAO001:1:001SA250511:O:35,20250526,2
GNE:GOAO001:1:001SA250511:O:35,20250825,2
GNE:GOAO001:1:001SA250511:O:36,20250526,2
GNE:GOAO001:1:001SA250511:O:36,20250825,2
GNE:GOAO001:1:001SA250511:O:37,20250526,2
GNE:GOAO001:1:001SA250511:O:37,20250825,2
GNE:GOAO001:1:001SA250511:O:38,20250526,2
GNE:GOAO001:1:001SA250511:O:38,20250825,2
GNE:GOAO001:1:001SA250511:O:39,20250526,2
GNE:GOAO001:1:001SA250511:O:39,20250825,2
GNE:GOAO001:1:001SA250511:O:40,20250526,2
GNE:GOAO001:1:001SA250511:O:40,20250825,2
GNE:GOAO001:1:001SA250511:O:41,20250526,2
GNE:GOAO001:1:001SA250511:O:41,20250825,2
GNE:GOAO001:1:001SA250511:O:42,20250526,2
GNE:GOAO001:1:001SA250511:O:42,20250825,2
GNE:GOAO001:1:001SA250511:O:43,20250526,2
GNE:GOAO001:1:001SA250511:O:43,20250825,2
GNE:GOAO001:1:001SA250511:O:44,20250526,2
GNE:GOAO001:1:001SA250511:O:44,20250825,2
GNE:GOAO001:1:001SA250511:O:45,20250526,2
GNE:GOAO001:1:001SA250511:O:45,20250825,2
GNE:GOAO001:1:001SA250511:I:1,20250526,2
GNE:GOAO001:1:001SA250511:I:1,20250825,2
GNE:GOAO001:1:001SA250511:I:2,20250526,2
GNE:GOAO001:1:001SA250511:I:2,20250825,2
GNE:GOAO001:1:001SA250511:I:3,20250526,2
GNE:GOAO001:1:001SA250511:I:3,20250825,2
GNE:GOAO001:1:001SA250511:I:4,20250526,2
GNE:GOAO001:1:001SA250511:I:4,20250825,2
GNE:GOAO001:1:001SA250511:I:5,20250526,2
GNE:GOAO001:1:001SA250511:I:5,20250825,2
GNE:GOAO001:1:001SA250511:I:6,20250526,2
GNE:GOAO001:1:001SA250511:I:6,20250825,2
GNE:GOAO001:1:001SA250511:I:7,20250526,2
GNE:GOAO001:1:001SA250511:I:7,20250825,2
GNE:GOAO001:1:001SA250511:I:8,20250526,2
GNE:GOAO001:1:001SA250511:I:8,20250825,2
GNE:GOAO001:1:001SA250511:I:9,20250526,2
GNE:GOAO001:1:001SA250511:I:9,20250825,2
GNE:GOAO001:1:001SA250511:I:10,20250526,2
GNE:GOAO001:1:001SA250511:I:10,20250825,2
GNE:GOAO001:1:001SA250511:I:11,20250526,2
GNE:GOAO001:1:001SA250511:I:11,20250825,2
GNE:GOAO001:1:001SA250511:I:12,20250526,2
GNE:GOAO001:1:001SA250511:I:12,20250825,2
GNE:GOAO001:1:001SA250511:I:13,20250526,2
GNE:GOAO001:1:001SA250511:I:13,20250825,2
GNE:GOAO001:1:001SA250511:I:14,20250526,2
GNE:GOAO001:1:001SA250511:I:14,20250825,2
GNE:GOAO001:1:001SA250511:I:15,20250526,2
GNE:GOAO001:1:001SA250511:I:15,20250825,2
GNE:GOAO001:1:001SA250511:I:16,20250526,2
GNE:GOAO001:1:001SA250511:I:16,20250825,2
GNE:GOAO001:1:001SA250511:I:17,20250526,2
GNE:GOAO001:1:001SA250511:I:17,20250825,2
GNE:GOAO001:1:001SA250511:I:18,20250526,2
GNE:GOAO001:1:001SA250511:I:18,20250825,2
GNE:GOAO001:1:001SA250511:I:19,20250526,2
GNE:GOAO001:1:001SA250511:I:19,20250825,2
GNE:GOAO001:1:001SA250511:I:20,20250526,2
GNE:GOAO001:1:001SA250511:I:20,20250825,2
GNE:GOAO001:1:001SA250511:I:21,20250526,2
GNE:GOAO001:1:001SA250511:I:21,20250825,2
GNE:GOAO001:1:001SA250511:I:22,20250526,2
GNE:GOAO001:1:001SA250511:I:22,20250825,2
GNE:GOAO001:1:001SA250511:I:23,20250526,2
GNE:GOAO001:1:001SA250511:I:23,20250825,2
GNE:GOAO001:1:001SA250511:I:24,20250526,2
GNE:GOAO001:1:001SA250511:I:24,20250825,2
GNE:GOAO001:1:001SA250511:I:25,20250526,2
GNE:GOAO001:1:001SA250511:I:25,20250825,2
GNE:GOAO001:1:001SA250511:I:26,20250526,2
GNE:GOAO001:1:001SA250511:I:26,20250825,2
GNE:GOAO001:1:001SA250511:I:27,20250526,2
GNE:GOAO001:1:001SA250511:I:27,20250825,2
GNE:GOAO001:1:001SA250511:I:28,20250526,2
GNE:GOAO001:1:001SA250511:I:28,20250825,2
GNE:GOAO001:1:001SA250511:I:29,20250526,2
GNE:GOAO001:1:001SA250511:I:29,20250825,2
GNE:GOAO001:1:001SA250511:I:30,20250526,2
GNE:GOAO001:1:001SA250511:I:30,20250825,2
GNE:GOAO001:1:001SA250511:I:31,20250526,2
GNE:GOAO001:1:001SA250511:I:31,20250825,2
GNE:GOAO001:1:001SA250511:I:32,20250526,2
GNE:GOAO001:1:001SA250511:I:32,20250825,2
GNE:GOAO001:1:001SA250511:I:33,20250526,2
GNE:GOAO001:1:001SA250511:I:33,20250825,2
GNE:GOAO001:1:001SA250511:I:34,20250526,2
GNE:GOAO001:1:001SA250511:I:34,20250825,2
GNE:GOAO001:1:001SA250511:I:35,20250526,2
GNE:GOAO001:1:001SA250511:I:35,20250825,2
GNE:GOAO001:1:001SA250511:I:36,20250526,2
GNE:GOAO001:1:001SA250511:I:36,20250825,2
GNE:GOAO001:1:001SA250511:I:37,20250526,2
GNE:GOAO001:1:001SA250511:I:37,20250825,2
GNE:GOAO001:1:001SA250511:I:38,20250526,2
GNE:GOAO001:1:001SA250511:I:38,20250825,2
GNE:GOAO001:1:001SA250511:I:39,20250526,2
GNE:GOAO001:1:001SA250511:I:39,20250825,2
GNE:GOAO001:1:001SA250511:I:40,20250526,2
GNE:GOAO001:1:001SA250511:I:40,20250825,2
GNE:GOAO001:1:001SA250511:I:41,20250526,2
GNE:GOAO001:1:001SA250511:I:41,20250825,2
GNE:GOAO001:1:001SA250511:I:42,20250526,2
GNE:GOAO001:1:001SA250511:I:42,20250825,2
GNE:GOAO001:1:001SA250511:I:43,20250526,2
GNE:GOAO001:1:001SA250511:I:43,20250825,2
GNE:GOAO001:1:001SA250511:I:44,20250526,2
GNE:GOAO001:1:001SA250511:I:44,20250825,2
GNE:GOAO001:1:001SU250511:O:1,20250526,1
GNE:GOAO001:1:001SU250511:O:1,20250825,1
GNE:GOAO001:1:001SU250511:O:2,20250526,1
GNE:GOAO001:1:001SU250511:O:2,20250825,1
GNE:GOAO001:1:001SU250511:O:3,20250526,1
GNE:GOAO001:1:001SU250511:O:3,20250825,1
GNE:GOAO001:1:001SU250511:O:4,20250526,1
GNE:GOAO001:1:001SU250511:O:4,20250825,1
GNE:GOAO001:1:001SU250511:O:5,20250526,1
GNE:GOAO001:1:001SU250511:O:5,20250825,1
GNE:GOAO001:1:001SU250511:O:6,20250526,1
GNE:GOAO001:1:001SU250511:O:6,20250825,1
GNE:GOAO001:1:001SU250511:O:7,20250526,1
GNE:GOAO001:1:001SU250511:O:7,20250825,1
GNE:GOAO001:1:001SU250511:O:8,20250526,1
GNE:GOAO001:1:001SU250511:O:8,20250825,1
GNE:GOAO001:1:001SU250511:O:9,20250526,1
GNE:GOAO001:1:001SU250511:O:9,20250825,1
GNE:GOAO001:1:001SU250511:O:10,20250526,1
GNE:GOAO001:1:001SU250511:O:10,20250825,1
GNE:GOAO001:1:001SU250511:O:11,20250526,1
GNE:GOAO001:1:001SU250511:O:11,20250825,1
GNE:GOAO001:1:001SU250511:O:12,20250526,1
GNE:GOAO001:1:001SU250511:O:12,20250825,1
GNE:GOAO001:1:001SU250511:O:13,20250526,1
GNE:GOAO001:1:001SU250511:O:13,20250825,1
GNE:GOAO001:1:001SU250511:O:14,20250526,1
GNE:GOAO001:1:001SU250511:O:14,20250825,1
GNE:GOAO001:1:001SU250511:O:15,20250526,1
GNE:GOAO001:1:001SU250511:O:15,20250825,1
GNE:GOAO001:1:001SU250511:O:16,20250526,1
GNE:GOAO001:1:001SU250511:O:16,20250825,1
GNE:GOAO001:1:001SU250511:O:17,20250526,1
GNE:GOAO001:1:001SU250511:O:17,20250825,1
GNE:GOAO001:1:001SU250511:O:18,20250526,1
GNE:GOAO001:1:001SU250511:O:18,20250825,1
GNE:GOAO001:1:001SU250511:O:19,20250526,1
GNE:GOAO001:1:001SU250511:O:19,20250825,1
GNE:GOAO001:1:001SU250511:O:20,20250526,1
GNE:GOAO001:1:001SU250511:O:20,20250825,1
GNE:GOAO001:1:001SU250511:O:21,20250526,1
GNE:GOAO001:1:001SU250511:O:21,20250825,1
GNE:GOAO001:1:001SU250511:O:22,20250526,1
GNE:GOAO001:1:001SU250511:O:22,20250825,1
GNE:GOAO001:1:001SU250511:O:23,20250526,1
GNE:GOAO001:1:001SU250511:O:23,20250825,1
GNE:GOAO001:1:001SU250511:O:24,20250526,1
GNE:GOAO001:1:001SU250511:O:24,20250825,1
GNE:GOAO001:1:001SU250511:O:25,20250526,1
GNE:GOAO001:1:001SU250511:O:25,20250825,1
GNE:GOAO001:1:001SU250511:O:26,20250526,1
GNE:GOAO001:1:001SU250511:O:26,20250825,1
GNE:GOAO001:1:001SU250511:O:27,20250526,1
GNE:GOAO001:1:001SU250511:O:27,20250825,1
GNE:GOAO001:1:001SU250511:O:28,20250526,1
GNE:GOAO001:1:001SU250511:O:28,20250825,1
GNE:GOAO001:1:001SU250511:O:29,20250526,1
GNE:GOAO001:1:001SU250511:O:29,20250825,1
GNE:GOAO001:1:001SU250511:O:30,20250526,1
GNE:GOAO001:1:001SU250511:O:30,20250825,1
GNE:GOAO001:1:001SU250511:O:31,20250526,1
GNE:GOAO001:1:001SU250511:O:31,20250825,1
GNE:GOAO001:1:001SU250511:O:32,20250526,1
GNE:GOAO001:1:001SU250511:O:32,20250825,1
GNE:GOAO001:1:001SU250511:I:1,20250526,1
GNE:GOAO001:1:001SU250511:I:1,20250825,1
GNE:GOAO001:1:001SU250511:I:2,20250526,1
GNE:GOAO001:1:001SU250511:I:2,20250825,1
GNE:GOAO001:1:001SU250511:I:3,20250526,1
GNE:GOAO001:1:001SU250511:I:3,20250825,1
GNE:GOAO001:1:001SU250511:I:4,20250526,1
GNE:GOAO001:1:001SU250511:I:4,20250825,1
GNE:GOAO001:1:001SU250511:I:5,20250526,1
GNE:GOAO001:1:001SU250511:I:5,20250825,1
GNE:GOAO001:1:001SU250511:I:6,20250526,1
GNE:GOAO001:1:001SU250511:I:6,20250825,1
GNE:GOAO001:1:001SU250511:I:7,20250526,1
GNE:GOAO001:1:001SU250511:I:7,20250825,1
GNE:GOAO001:1:001SU250511:I:8,20250526,1
GNE:GOAO001:1:001SU250511:I:8,20250825,1
GNE:GOAO001:1:001SU250511:I:9,20250526,1
GNE:GOAO001:1:001SU250511:I:9,20250825,1
GNE:GOAO001:1:001SU250511:I:10,20250526,1
GNE:GOAO001:1:001SU250511:I:10,20250825,1
GNE:GOAO001:1:001SU250511:I:11,20250526,1
GNE:GOAO001:1:001SU250511:I:11,20250825,1
GNE:GOAO001:1:001SU250511:I:12,20250526,1
GNE:GOAO001:1:001SU250511:I:12,20250825,1
GNE:GOAO001:1:001SU250511:I:13,20250526,1
GNE:GOAO001:1:001SU250511:I:13,20250825,1
GNE:GOAO001:1:001SU250511:I:14,20250526,1
GNE:GOAO001:1:001SU250511:I:14,20250825,1
GNE:GOAO001:1:001SU250511:I:15,20250526,1
GNE:GOAO001:1:001SU250511:I:15,20250825,1
GNE:GOAO001:1:001SU250511:I:16,20250526,1
GNE:GOAO001:1:001SU250511:I:16,20250825,1
GNE:GOAO001:1:001SU250511:I:17,20250526,1
GNE:GOAO001:1:001SU250511:I:17,20250825,1
GNE:GOAO001:1:001SU250511:I:18,20250526,1
GNE:GOAO001:1:001SU250511:I:18,20250825,1
GNE:GOAO001:1:001SU250511:I:19,20250526,1
GNE:GOAO001:1:001SU250511:I:19,20250825,1
GNE:GOAO001:1:001SU250511:I:20,20250526,1
GNE:GOAO001:1:001SU250511:I:20,20250825,1
GNE:GOAO001:1:001SU250511:I:21,20250526,1
GNE:GOAO001:1:001SU250511:I:21,20250825,1
GNE:GOAO001:1:001SU250511:I:22,20250526,1
GNE:GOAO001:1:001SU250511:I:22,20250825,1
GNE:GOAO001:1:001SU250511:I:23,20250526,1
GNE:GOAO001:1:001SU250511:I:23,20250825,1
GNE:GOAO001:1:001SU250511:I:24,20250526,1
GNE:GOAO001:1:001SU250511:I:24,20250825,1
GNE:GOAO001:1:001SU250511:I:25,20250526,1
GNE:GOAO001:1:001SU250511:I:25,20250825,1
GNE:GOAO001:1:001SU250511:I:26,20250526,1
GNE:GOAO001:1:001SU250511:I:26,20250825,1
GNE:GOAO001:1:001SU250511:I:27,20250526,1
GNE:GOAO001:1:001SU250511:I:27,20250825,1
GNE:GOAO001:1:001SU250511:I:28,20250526,1
GNE:GOAO001:1:001SU250511:I:28,20250825,1
GNE:GOAO001:1:001SU250511:I:29,20250526,1
GNE:GOAO001:1:001SU250511:I:29,20250825,1
GNE:GOAO001:1:001SU250511:I:30,20250526,1
GNE:GOAO001:1:001SU250511:I:30,20250825,1
GNE:GOAO001:1:001SU250511:I:31,20250526,1
GNE:GOAO001:1:001SU250511:I:31,20250825,1
GNE:GOAO001:1:001SU250511:I:32,20250526,1
GNE:GOAO001:1:001SU250511:I:32,20250825,1
GNE:GOAO002:2:002MF250511:O:1,20250526,2
GNE:GOAO002:2:002MF250511:O:1,20250825,2
GNE:GOAO002:2:002MF250511:O:2,20250526,2
GNE:GOAO002:2:002MF250511:O:2,20250825,2
GNE:GOAO002:2:002MF250511:O:3,20250526,2
GNE:GOAO002:2:002MF250511:O:3,20250825,2
GNE:GOAO002:2:002MF250511:O:4,20250526,2
GNE:GOAO002:2:002MF250511:O:4,20250825,2
GNE:GOAO002:2:002MF250511:O:5,20250526,2
GNE:GOAO002:2:002MF250511:O:5,20250825,2
GNE:GOAO002:2:002MF250511:O:6,20250526,2
GNE:GOAO002:2:002MF250511:O:6,20250825,2
GNE:GOAO002:2:002MF250511:O:7,20250526,2
GNE:GOAO002:2:002MF250511:O:7,20250825,2
GNE:GOAO002:2:002MF250511:O:8,20250526,2
GNE:GOAO002:2:002MF250511:O:8,20250825,2
GNE:GOAO002:2:002MF250511:O:9,20250526,2
GNE:GOAO002:2:002MF250511:O:9,20250825,2
GNE:GOAO002:2:002MF250511:O:10,20250526,2
GNE:GOAO002:2:002MF250511:O:10,20250825,2
GNE:GOAO002:2:002MF250511:O:11,20250526,2
GNE:GOAO002:2:002MF250511:O:11,20250825,2
GNE:GOAO002:2:002MF250511:O:12,20250526,2
GNE:GOAO002:2:002MF250511:O:12,20250825,2
GNE:GOAO002:2:002MF250511:O:13,20250526,2
GNE:GOAO002:2:002MF250511:O:13,20250825,2
GNE:GOAO002:2:002MF250511:O:14,20250526,2
GNE:GOAO002:2:002MF250511:O:14,20250825,2
GNE:GOAO002:2:002MF250511:O:15,20250526,2
GNE:GOAO002:2:002MF250511:O:15,20250825,2
GNE:GOAO002:2:002MF250511:O:16,20250526,2
GNE:GOAO002:2:002MF250511:O:16,20250825,2
GNE:GOAO002:2:002MF250511:O:17,20250526,2
GNE:GOAO002:2:002MF250511:O:17,20250825,2
GNE:GOAO002:2:002MF250511:O:18,20250526,2
GNE:GOAO002:2:002MF250511:O:18,20250825,2
GNE:GOAO002:2:002MF250511:O:19,20250526,2
GNE:GOAO002:2:002MF250511:O:19,20250825,2
GNE:GOAO002:2:002MF250511:O:20,20250526,2
